SalesID,YearMade,ModelID,MachineHoursCurrentMeter,ProductSize,state,Transmission,Turbocharged,Engine_Horsepower,PredictedPrice
1223333,2007,36009,1335.0,4,18,0,0,0,31750.0
1223335,2005,24941,1366.0,4,17,0,0,0,31750.0
1223338,2005,9580,2467.0,1,26,0,0,0,31750.0
1223339,2005,17232,1891.0,4,26,0,0,0,31750.0
1223341,2004,16562,7161.0,0,23,0,0,0,31750.0
1223343,1000,2758,14300.0,1,3,3,0,0,31750.0
1223344,2000,1624,11115.0,2,3,3,0,0,31750.0
1223346,2004,17439,528.0,1,21,0,0,0,31750.0
1223356,2006,4579,2302.0,6,19,0,0,0,31750.0
1223357,2003,14296,5544.0,0,19,0,0,0,31750.0
1223358,2001,4605,0.0,1,19,4,1,0,40833.333333333336
1223360,2005,14390,5087.0,2,19,0,0,0,31750.0
1223361,2005,4579,3881.0,6,19,0,0,0,31750.0
1223364,2005,14430,6564.0,1,19,1,0,1,31750.0
1223371,2000,20090,3623.0,4,19,0,0,0,31750.0
1223377,2005,17311,1342.0,1,14,0,0,0,31750.0
1223382,2008,1590,1606.0,1,24,2,0,0,31750.0
1223383,2010,1590,783.0,1,24,2,0,0,31750.0
1223384,2009,1590,1881.0,1,24,2,0,0,31750.0
1223385,2009,1590,1246.0,1,24,2,0,0,31750.0
1223400,2005,5162,218.0,1,6,4,1,0,31750.0
1223408,2005,22155,4827.0,1,3,2,0,0,31750.0
1223411,1999,6633,2079.0,1,18,0,0,0,31750.0
1223431,2007,20241,0.0,1,3,0,0,0,55250.0
1223436,2005,17311,1507.0,1,3,0,0,0,31750.0
1223440,2007,3430,531.0,1,16,0,0,0,31750.0
1223451,1000,20241,582.0,1,3,0,0,0,31750.0
1223458,2007,18187,108.0,4,11,0,0,0,31750.0
1223459,2004,10471,214.0,4,11,0,0,0,31750.0
1223460,2006,22820,292.0,4,17,0,0,0,31750.0
1223468,2007,13832,0.0,1,16,2,0,0,59333.333333333336
1223479,1997,3538,2154.0,1,21,4,1,0,31750.0
1223483,1999,11620,8623.0,0,21,0,0,0,31750.0
1223484,1998,20081,2176.0,4,27,0,0,0,31750.0
1223485,1000,3877,8491.0,2,18,0,0,0,31750.0
1223486,1000,90,14551.0,2,18,0,0,0,31750.0
1223488,2006,3398,3930.0,1,31,0,0,0,31750.0
1223489,2001,3538,6449.0,1,15,4,1,0,31750.0
1223492,2005,1169,4131.0,0,32,0,0,0,31750.0
1223493,2005,1599,4160.0,2,32,3,0,0,31750.0
1223495,2004,3423,0.0,1,32,0,0,0,55250.0
1223512,1999,25020,3696.0,1,7,4,1,0,31750.0
1223518,2006,13832,0.0,1,16,2,0,0,59333.333333333336
1223519,2005,8850,0.0,1,21,4,1,0,40833.333333333336
1223520,2004,17318,4072.0,1,7,0,0,0,31750.0
1223523,1999,3538,5437.0,1,18,3,1,0,31750.0
1223524,1000,3369,0.0,1,23,1,0,1,60416.666666666664
1223526,2005,17230,312.0,4,33,0,0,0,31750.0
1223535,2002,3542,3677.0,1,19,5,1,0,31750.0
1223547,2004,3264,6567.0,2,34,0,0,0,31750.0
1223548,1000,11851,2039.0,4,2,0,0,0,31750.0
1223549,2006,17242,2132.0,4,21,0,0,0,31750.0
1223550,2005,9580,2408.0,1,21,0,0,0,31750.0
1223551,2006,9580,1777.0,1,21,0,0,0,31750.0
1223558,2005,1557,5411.0,1,22,2,0,0,31750.0
1223580,2004,6916,2281.0,4,22,0,0,0,31750.0
1223592,1000,4107,0.0,1,18,3,0,0,40833.333333333336
1223593,1000,85,16825.0,2,18,0,0,0,31750.0
1223595,2001,3879,15593.0,2,18,0,0,0,31750.0
1223596,1000,1276,12908.0,0,18,0,0,0,31750.0
1223597,1000,3823,17782.0,2,5,0,0,0,31750.0
1223626,2005,9580,2133.0,1,10,0,0,0,31750.0
1223627,2006,9580,1847.0,1,10,0,0,0,31750.0
1223634,2002,1196,8679.0,0,16,0,0,0,31750.0
1223635,2004,4764,3884.0,1,4,2,0,0,31750.0
1223647,2005,22312,1196.0,1,2,2,0,0,31750.0
1223648,2002,7014,1010.0,1,24,0,0,0,31750.0
1223650,2010,13397,597.0,4,24,0,0,0,31750.0
1223651,2004,3775,2534.0,1,24,0,0,0,31750.0
1223652,1000,1860,894.0,1,24,0,0,0,31750.0
1223653,2003,11993,3173.0,4,24,0,0,0,31750.0
1223665,1999,22979,13806.0,0,29,0,0,0,31750.0
1223667,2008,17486,3172.0,2,29,0,0,0,31750.0
1223670,2005,22117,3242.0,4,29,0,0,0,31750.0
1223672,1000,4956,0.0,2,29,0,0,0,25750.0
1223679,2005,3162,1912.0,1,27,3,0,0,31750.0
1223680,2004,1860,540.0,1,27,2,0,0,31750.0
1223691,2005,17438,1203.0,1,4,0,0,0,31750.0
1223692,2005,17438,1420.0,1,4,0,0,0,31750.0
1223696,1998,3824,19010.0,2,30,0,0,0,31750.0
1223707,2003,4116,1779.0,1,7,2,0,0,31750.0
1223718,2007,9580,2493.0,1,7,0,0,0,31750.0
1223720,2007,20102,2484.0,1,7,0,0,0,31750.0
1223724,2006,18262,1575.0,1,7,0,0,0,31750.0
1223725,2005,18265,1801.0,1,7,0,0,0,31750.0
1223727,2006,18171,7380.0,0,27,0,0,0,31750.0
1223728,1998,11605,5999.0,0,21,0,0,0,31750.0
1223733,1997,3886,23386.0,5,18,0,0,0,31750.0
1223734,1000,3415,0.0,0,21,0,0,0,58750.0
1223737,2004,1894,4417.0,1,0,2,0,0,31750.0
1223740,1000,3877,26915.0,2,32,0,0,0,31750.0
1223764,2004,1632,12791.0,2,13,3,0,0,31750.0
1223769,2006,22180,533.0,2,10,2,0,0,31750.0
1223770,1000,8560,9783.0,1,16,1,0,1,31750.0
1223773,2000,5633,1485.0,1,18,5,1,0,31750.0
1223779,2005,17235,2097.0,4,6,0,0,0,31750.0
1223780,1000,7415,0.0,5,18,3,0,0,49916.666666666664
1223788,2006,10473,1120.0,4,6,0,0,0,31750.0
1223789,2005,22849,2448.0,6,6,0,0,0,31750.0
1223790,2004,18110,2097.0,1,6,4,1,0,31750.0
1223791,2006,20101,0.0,1,6,0,0,0,55250.0
1223794,2002,4642,6029.0,1,19,3,1,0,31750.0
1223795,2003,4642,4061.0,1,19,3,1,0,31750.0
1223796,2002,4579,4973.0,6,19,0,0,0,31750.0
1223808,2005,22155,5029.0,1,3,2,0,0,31750.0
1223809,2000,3178,4469.0,1,18,4,1,0,31750.0
1223813,1999,12524,3126.0,4,27,0,0,0,31750.0
1223814,2006,20523,808.0,1,27,2,1,0,31750.0
1223816,1000,4128,0.0,2,0,3,0,0,54666.666666666664
1223817,1998,25020,2228.0,1,7,4,1,0,31750.0
1223818,1998,25020,3424.0,1,7,4,1,0,31750.0
1223819,1998,25020,1985.0,1,7,4,1,0,31750.0
1223820,1998,4991,2904.0,1,7,5,1,0,31750.0
1223823,1000,4640,5409.0,1,14,4,1,0,31750.0
1223824,1998,1118,10332.0,3,35,0,0,0,31750.0
1223834,2002,1623,6855.0,2,10,3,0,0,31750.0
1223869,2007,16535,907.0,4,21,0,0,0,31750.0
1223872,1000,3567,9940.0,1,36,3,1,0,31750.0
1223873,1000,2245,0.0,0,17,0,0,0,58750.0
1223875,2001,4642,3121.0,1,18,3,1,0,31750.0
1223883,1000,3177,0.0,1,30,4,1,0,40833.333333333336
1223884,1000,255,0.0,5,4,4,0,0,49916.666666666664
1223892,2006,3162,1750.0,1,27,4,0,0,31750.0
1223893,2006,5429,4280.0,0,27,0,0,0,31750.0
1223894,2006,17005,3881.0,3,2,0,0,0,31750.0
1223895,2004,15930,3872.0,2,2,0,0,0,31750.0
1223896,2006,5429,3391.0,0,2,0,0,0,31750.0
1223897,2001,13824,4236.0,1,37,2,0,0,31750.0
1223903,2005,22114,3100.0,1,26,2,0,0,31750.0
1223909,2005,9580,2523.0,1,3,0,0,0,31750.0
1223911,2005,17311,928.0,1,6,0,0,0,31750.0
1223913,2005,4579,1967.0,6,18,0,0,0,31750.0
1223918,2002,17976,2480.0,1,22,4,1,0,31750.0
1223919,2007,20241,516.0,1,6,0,0,0,31750.0
1223941,1000,2759,0.0,2,26,3,0,0,75166.66666666667
1223943,2006,17309,1561.0,1,33,0,0,0,31750.0
1223948,2005,3433,1158.0,1,7,0,0,0,31750.0
1223949,1000,6845,1482.0,2,14,0,0,0,31750.0
1223957,1999,24286,11312.0,5,11,3,0,0,31750.0
1223958,2004,3170,2458.0,1,17,2,1,0,31750.0
1223980,2004,9506,1654.0,4,3,0,0,0,31750.0
1223990,2004,17318,3646.0,1,38,0,0,0,31750.0
1223991,2004,17318,3180.0,1,38,0,0,0,31750.0
1223995,2005,4642,5597.0,1,38,3,1,0,31750.0
1223996,2002,23162,8986.0,3,4,0,0,0,31750.0
1223997,2005,11390,4212.0,3,4,0,0,0,31750.0
1224003,2001,11743,8722.0,0,38,0,0,0,31750.0
1224004,2006,3409,0.0,1,38,0,0,0,55250.0
1224006,1999,9124,14191.0,2,38,0,0,0,31750.0
1224012,1000,5892,12461.0,2,23,0,0,0,31750.0
1224024,2006,9580,2151.0,1,26,0,0,0,31750.0
1224037,1000,18666,2501.0,1,2,0,0,0,31750.0
1224041,1000,4841,6456.0,2,8,2,0,0,31750.0
1224043,1000,4735,13533.0,2,8,0,0,0,31750.0
1224044,1000,4735,11373.0,2,8,0,0,0,31750.0
1224045,1998,17578,11004.0,0,8,0,0,0,31750.0
1224046,2000,5853,0.0,0,8,0,0,0,58750.0
1224047,2006,1627,2835.0,2,4,3,0,0,31750.0
1224057,1000,4640,0.0,1,24,4,1,0,40833.333333333336
1224065,1000,3177,7526.0,1,12,5,1,0,31750.0
1224072,2005,9580,2485.0,1,27,0,0,0,31750.0
1224083,2006,24808,0.0,1,21,4,1,0,40833.333333333336
1224084,2006,4605,2032.0,1,21,4,1,0,31750.0
1224085,2006,5162,0.0,1,21,4,1,0,40833.333333333336
1224092,1999,4606,0.0,1,14,4,1,0,40833.333333333336
1224101,1000,1946,0.0,2,27,2,0,0,89583.33333333333
1224110,2007,20241,985.0,1,3,0,0,0,31750.0
1224122,2005,4605,1663.0,1,7,5,1,0,31750.0
1224129,2005,4605,2341.0,1,32,4,1,0,31750.0
1224131,2006,5162,912.0,1,32,4,1,0,31750.0
1224132,2006,24808,0.0,1,6,4,1,0,40833.333333333336
1224139,1000,5433,11339.0,0,2,0,0,0,31750.0
1224140,1998,1129,11564.0,3,18,0,0,0,31750.0
1224152,2007,9518,668.0,1,7,0,0,0,31750.0
1224156,2006,16565,0.0,4,16,0,0,0,32750.0
1224159,2009,16770,121.0,1,2,2,1,0,31750.0
1224162,2005,17232,1871.0,4,32,0,0,0,31750.0
1224166,2005,5162,218.0,1,6,4,1,0,31750.0
1224167,2005,137,9392.0,5,7,4,0,0,31750.0
1224185,1000,3823,13972.0,2,18,0,0,0,31750.0
1224209,1000,3362,0.0,1,29,1,0,1,60416.666666666664
1224225,2008,18222,3291.0,1,16,3,0,1,31750.0
1224233,1997,1333,11265.0,0,3,0,0,0,31750.0
1224234,1998,1333,8228.0,0,3,0,0,0,31750.0
1224235,1998,1333,10704.0,0,3,0,0,0,31750.0
1224236,1998,1333,0.0,0,3,0,0,0,58750.0
1224237,1999,1333,8606.0,0,3,0,0,0,31750.0
1224238,1998,1333,12205.0,0,3,0,0,0,31750.0
1224241,1000,7469,0.0,5,3,4,0,0,49916.666666666664
1224243,1000,7469,0.0,5,3,3,0,0,49916.666666666664
1224245,1000,3893,40957.0,5,29,0,0,0,31750.0
1224246,1000,7469,12404.0,5,3,3,0,0,31750.0
1224249,1000,7470,14554.0,5,3,4,0,0,31750.0
1224250,1992,3416,8530.0,0,3,0,0,0,31750.0
1224258,2005,1339,10171.0,0,32,0,0,0,31750.0
1224262,2005,1635,10518.0,2,32,4,0,0,31750.0
1224264,2005,1635,10977.0,2,32,3,0,0,31750.0
1224267,2006,1625,8785.0,2,27,3,0,0,31750.0
1224268,2008,16560,7739.0,0,27,0,0,0,31750.0
1224269,2007,1625,10125.0,2,27,3,0,0,31750.0
1224270,2004,3542,3362.0,1,27,4,1,0,31750.0
1224283,2007,15313,5285.0,0,13,0,0,0,31750.0
1224287,2006,36526,2454.0,0,10,0,0,0,31750.0
1224288,2007,17976,0.0,1,10,4,1,0,40833.333333333336
1224300,2005,1130,3487.0,3,28,0,0,0,31750.0
1224302,1000,3362,11555.0,1,28,1,0,2,31750.0
1224317,1000,3371,2797.0,1,3,1,0,1,31750.0
1224318,1000,3371,1597.0,1,3,1,0,1,31750.0
1224327,1000,3876,0.0,2,3,0,0,0,25750.0
1224330,1997,1355,0.0,0,22,0,0,0,58750.0
1224331,1000,1355,18507.0,0,22,0,0,0,31750.0
1224332,2006,14390,15509.0,2,6,0,0,0,31750.0
1224345,1000,1333,15116.0,0,3,0,0,0,31750.0
1224348,1998,3824,13575.0,2,18,0,0,0,31750.0
1224349,1999,16283,0.0,0,4,0,0,0,58750.0
1224355,2002,1187,6642.0,0,2,0,0,0,31750.0
1224356,2006,23162,3397.0,3,2,0,0,0,31750.0
1224357,2006,13832,3678.0,1,2,2,0,0,31750.0
1224359,2002,1638,5850.0,2,2,3,0,0,31750.0
1224360,2005,1598,7608.0,2,2,3,0,0,31750.0
1224361,2004,1625,6308.0,2,8,3,0,0,31750.0
1224362,2000,3807,5896.0,2,8,0,0,0,31750.0
1224363,2005,75,2605.0,2,8,0,0,0,31750.0
1224367,2000,24286,0.0,5,22,3,0,0,49916.666666666664
1224371,2008,12706,2468.0,1,2,2,0,0,31750.0
1224385,2006,1130,3311.0,3,2,0,0,0,31750.0
1224388,2004,1580,3805.0,1,2,2,0,0,31750.0
1224389,2007,12703,2323.0,2,2,2,0,0,31750.0
1224390,2007,1625,4098.0,2,2,3,0,0,31750.0
1224391,2006,1625,3983.0,2,2,3,0,0,31750.0
1224392,1998,4336,14021.0,2,2,0,0,0,31750.0
1224397,2008,3787,5009.0,2,2,0,0,0,31750.0
1224398,2008,75,1690.0,2,2,0,0,0,31750.0
1224400,2008,3846,8881.0,2,2,0,0,0,31750.0
1224401,2003,23245,14532.0,2,2,0,0,0,31750.0
1224408,2009,12706,1636.0,1,2,2,0,0,31750.0
1224409,2004,1580,9673.0,1,2,2,0,0,31750.0
1224410,2008,1625,1879.0,2,2,3,0,0,31750.0
1224413,2008,1625,4791.0,2,2,3,0,0,31750.0
1224420,2008,14390,6924.0,2,2,0,0,0,31750.0
1224421,2005,22155,8724.0,1,2,2,0,0,31750.0
1224422,2004,16746,3399.0,1,2,4,1,0,31750.0
1224432,2006,23926,3409.0,1,2,1,0,1,31750.0
1224455,2001,22172,15150.0,2,2,2,0,0,31750.0
1224456,2004,4624,0.0,1,2,4,0,0,49750.0
1224457,2005,4624,8877.0,1,2,4,0,0,31750.0
1224459,2007,16673,3182.0,1,2,0,0,0,31750.0
1224460,2007,16673,4059.0,1,2,0,0,0,31750.0
1224461,2004,16679,5284.0,1,2,0,0,0,31750.0
1224462,2004,16679,6079.0,1,2,0,0,0,31750.0
1224463,2004,4702,8915.0,1,2,0,0,0,31750.0
1224464,2000,5355,5582.0,3,25,0,0,0,31750.0
1224467,2000,4806,3990.0,2,21,2,0,0,31750.0
1224468,1000,3877,0.0,2,26,0,0,0,25750.0
1224469,1000,4149,0.0,5,10,4,0,0,49916.666666666664
1224473,1000,4154,11771.0,5,23,3,0,0,31750.0
1224474,1000,4154,1446.0,5,23,3,0,0,31750.0
1224477,1000,15117,0.0,0,4,0,0,0,58750.0
1224478,1998,331,0.0,3,4,0,0,0,32750.0
1224479,1000,3362,17807.0,1,29,1,0,1,31750.0
1224483,1000,4735,15339.0,2,39,0,0,0,31750.0
1224487,2000,4667,8987.0,0,40,0,0,0,31750.0
1224489,1000,1276,18724.0,0,40,0,0,0,31750.0
1224490,2007,22155,2000.0,1,40,2,0,0,31750.0
1224502,1000,3357,5737.0,1,27,1,0,1,31750.0
1224503,2003,3542,6199.0,1,27,4,1,0,31750.0
1224505,2007,16705,5523.0,2,27,0,0,0,31750.0
1224507,2001,4607,5540.0,1,27,4,1,0,31750.0
1224511,1998,1623,7690.0,2,27,3,0,0,31750.0
1224512,1997,1623,2434.0,2,27,3,0,0,31750.0
1224513,1000,77,12036.0,2,27,0,0,0,31750.0
1224515,2004,3542,0.0,1,27,4,1,0,40833.333333333336
1224516,2006,1169,5000.0,0,27,0,0,0,31750.0
1224523,2000,4604,7415.0,1,27,5,1,0,31750.0
1224526,1999,1528,7406.0,1,27,3,0,0,31750.0
1224527,2005,222,5687.0,1,27,4,0,0,31750.0
1224529,1000,3357,10103.0,1,27,1,0,1,31750.0
1224530,1000,23926,6894.0,1,27,1,0,1,31750.0
1224536,2001,5269,0.0,1,27,3,0,0,40833.333333333336
1224538,2000,2636,0.0,0,27,0,0,0,58750.0
1224541,1998,3171,7057.0,1,27,4,1,0,31750.0
1224558,2006,3417,0.0,1,32,0,0,0,55250.0
1224559,2002,1169,6388.0,0,32,0,0,0,31750.0
1224561,2004,3775,6339.0,1,32,0,0,0,31750.0
1224565,2003,17440,1959.0,1,5,0,0,0,31750.0
1224568,1000,4505,5713.0,1,5,1,0,1,31750.0
1224587,2006,18006,1011.0,1,18,0,0,0,31750.0
1224588,2006,18006,650.0,1,18,0,0,0,31750.0
1224589,2006,18006,1347.0,1,18,0,0,0,31750.0
1224590,2006,18006,937.0,1,18,0,0,0,31750.0
1224591,1998,9549,875.0,1,18,0,0,0,31750.0
1224595,2008,1590,3689.0,1,2,2,0,0,31750.0
1224668,2008,17391,630.0,1,2,0,0,0,31750.0
1224709,1000,4146,2039.0,5,31,3,0,0,31750.0
1224710,2005,18230,0.0,2,31,0,0,0,25750.0
1224711,2004,4579,2533.0,6,31,0,0,0,31750.0
1224712,1000,8717,0.0,3,31,0,0,0,32750.0
1224713,1000,4602,0.0,1,3,4,1,0,40833.333333333336
1224714,1000,3177,5254.0,1,3,4,1,0,31750.0
1224716,1000,12911,0.0,1,3,0,0,0,55250.0
1224718,1000,4818,5562.0,1,3,1,0,1,31750.0
1224719,1000,4602,10185.0,1,3,4,1,0,31750.0
1224721,1000,4752,15957.0,2,3,0,0,0,31750.0
1224727,2009,24625,5205.0,2,2,2,0,0,31750.0
1224728,2008,24625,4522.0,2,2,2,0,0,31750.0
1224729,2003,14319,6202.0,0,2,0,0,0,31750.0
1224730,2006,28845,5448.0,2,2,2,0,0,31750.0
1224731,1000,13814,0.0,1,11,3,0,0,40833.333333333336
1224734,1000,4579,6774.0,6,18,0,0,0,31750.0
1224735,2002,25175,2581.0,1,18,5,1,0,31750.0
1224738,1000,4123,0.0,2,8,4,0,0,75166.66666666667
1224752,2001,13776,0.0,1,10,2,0,0,59333.333333333336
1224764,2005,17318,2127.0,1,2,0,0,0,31750.0
1224766,2009,1075,1116.0,4,2,0,0,0,31750.0
1224767,2008,21785,1230.0,4,2,0,0,0,31750.0
1224768,2007,1096,2532.0,3,2,0,0,0,31750.0
1224769,2007,1096,1991.0,3,2,0,0,0,31750.0
1224793,2000,9505,710.0,4,2,0,0,0,31750.0
1224810,2000,4579,105.0,6,2,0,0,0,33750.0
1224811,2000,4579,7301.0,6,2,0,0,0,31750.0
1224815,2001,14248,9807.0,1,2,2,1,0,31750.0
1224816,1000,8022,2564.0,1,2,0,0,0,31750.0
1224820,2005,4579,1561.0,6,2,0,0,0,31750.0
1224826,1999,11798,0.0,2,9,0,0,0,25750.0
1224827,1000,4752,595.0,2,9,0,0,0,31750.0
1224829,2006,15552,4685.0,0,6,0,0,0,31750.0
1224830,2005,22805,14893.0,0,13,0,0,0,31750.0
